,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec
967,David Raya,ESP,GK,Brentford,27,1995,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,98ea5115,1,0,0.0,0.03,0.0,0.0,,9.1,0,0.11,-0.1,-0.1,916,1420,64.5,30620,23734,116,120,96.7,395,403,98.0,404,891,45.3,0.1,-0.1,2,69,3,0,11,0.33,8,3,0,0,0,2,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,1,1,10,2,1495,1091,1,1495,1,100.0,0,0.0,891,0,0,0,682
968,Tim Ream,USA,DF,Fulham,35,1987,32,32,2877,32.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,27,141,2,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,Matches,28b40c9c,3,2,66.7,0.09,0.06,0.33,0.5,9.8,0,0.09,0.7,0.7,1657,1917,86.4,35479,12452,420,472,89.0,958,1032,92.8,265,377,70.3,0.3,-0.1,3,147,0,0,24,0.75,23,0,0,0,1,0,0.0,0,0,0,0,0,0,30,16,15,12,3,13,50.0,13,45,21,41,71,115,2,2187,310,14,2187,10,66.7,3,20.0,1359,0,15,4,1444
969,Nathan Redmond,ENG,DF,Southampton,29,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ab651565,0,0,,0.0,0.0,,,,0,,0.0,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,,0,,1,0,0,0,1
970,Harrison Reed,ENG,MF,Fulham,28,1995,31,31,2490,27.7,3,2,5,3,0,0,5,0,1.6,1.6,2.7,4.2,26,91,85,0.11,0.07,0.18,0.11,0.18,0.06,0.1,0.15,0.06,0.15,Matches,803ae100,18,6,33.3,0.65,0.22,0.17,0.5,20.9,0,0.09,1.4,1.4,847,1096,77.3,13312,3264,442,520,85.0,304,359,84.7,65,117,55.6,1.6,-0.7,30,70,26,10,63,2.28,55,2,2,3,0,4,0.14,3,0,1,0,0,0,38,24,14,19,5,11,28.2,28,42,34,17,55,31,0,1360,50,38,1360,9,37.5,14,58.3,650,2,38,21,818
971,Bobby Reid,JAM,FWDF,Fulham,30,1993,31,28,2338,26.0,4,1,5,4,0,0,8,0,3.8,3.8,1.7,5.4,46,59,180,0.15,0.04,0.19,0.15,0.19,0.15,0.06,0.21,0.15,0.21,Matches,0f7533cd,29,10,34.5,1.12,0.38,0.14,0.4,13.2,0,0.13,0.2,0.2,616,876,70.3,9392,3024,330,400,82.5,220,311,70.7,34,80,42.5,1.5,-0.7,18,35,37,10,53,2.04,35,1,3,7,2,3,0.12,1,0,0,1,0,1,39,22,13,13,13,15,46.9,17,22,19,20,59,27,0,1143,53,70,1143,18,35.3,24,47.1,629,11,50,29,727
972,Declan Rice,ENG,MF,West Ham,24,1999,32,32,2880,32.0,3,1,4,3,0,1,5,0,2.1,1.3,3.2,4.5,80,204,32,0.09,0.03,0.12,0.09,0.12,0.07,0.1,0.17,0.04,0.14,Matches,1c7012b8,31,7,22.6,0.97,0.22,0.1,0.43,24.1,1,0.04,0.9,1.7,1602,1853,86.5,29208,8101,750,835,89.8,618,661,93.5,201,288,69.8,1.7,-2.2,36,196,10,3,91,2.84,78,6,1,2,3,6,0.19,6,0,0,0,0,0,73,35,39,30,4,29,61.7,18,40,26,56,129,54,0,2159,112,17,2158,29,52.7,21,38.2,1241,4,25,25,1400
973,Chris Richards,USA,DF,Crystal Palace,23,2000,9,4,447,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,4,14,3,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2,Matches,0a3d6d2b,4,0,0.0,0.81,0.0,0.0,,9.1,0,0.18,-0.7,-0.7,169,203,83.3,3129,991,66,79,83.5,84,96,87.5,19,27,70.4,0.0,-0.3,1,15,0,0,2,0.4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,9,6,8,1,0,5,71.4,2,10,9,8,17,31,0,274,47,7,274,0,,0,,120,0,3,2,149
974,Richarlison,BRA,MFFW,Tottenham,25,1997,21,9,773,8.6,0,3,3,0,0,0,2,0,2.3,2.3,2.1,4.5,25,24,61,0.0,0.35,0.35,0.0,0.35,0.27,0.25,0.52,0.27,0.52,Matches,fa031b34,21,8,38.1,2.27,0.86,0.0,0.0,13.4,0,0.12,-2.4,-2.4,172,242,71.1,2565,644,93,122,76.2,54,74,73.0,11,15,73.3,1.4,0.9,14,14,10,3,30,3.24,19,0,1,8,0,5,0.54,3,0,0,0,2,0,20,15,12,5,3,12,50.0,12,13,12,5,25,10,0,384,11,51,384,9,32.1,15,53.6,229,11,33,17,262
975,Jaïro Riedewald,NED,DFFW,Crystal Palace,26,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7a1f2c08,0,0,,0.0,0.0,,,,0,,0.0,0.0,26,35,74.3,351,74,17,18,94.4,9,13,69.2,0,2,0.0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,0,0.0,1,1,1,0,2,4,0,42,6,0,42,0,,0,,17,0,0,0,22
976,Matt Ritchie,SCO,FWMF,Newcastle Utd,33,1989,6,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,71ef519e,0,0,,0.0,0.0,,,,0,,0.0,0.0,21,27,77.8,285,59,14,14,100.0,4,6,66.7,2,3,66.7,0.0,-0.1,1,0,0,0,1,2.37,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,50.0,1,0,0,1,2,0,0,30,1,1,30,1,100.0,0,0.0,19,0,0,0,23
977,Andrew Robertson,SCO,DF,Liverpool,29,1994,29,25,2226,24.7,0,8,8,0,0,0,3,0,1.3,1.3,5.7,7.1,66,130,180,0.0,0.32,0.32,0.0,0.32,0.05,0.23,0.29,0.05,0.29,Matches,2e4f5f03,13,2,15.4,0.53,0.08,0.0,0.0,14.5,0,0.11,-1.3,-1.3,1523,1925,79.1,25577,7853,728,808,90.1,661,797,82.9,111,228,48.7,6.1,2.3,48,92,31,13,88,3.56,54,25,1,1,3,13,0.53,9,4,0,0,0,0,34,20,12,14,8,19,51.4,18,27,22,18,52,44,1,2120,73,55,2120,15,41.7,19,52.8,1156,8,28,7,1371
978,Antonee Robinson,USA,DF,Fulham,25,1997,29,29,2548,28.3,0,1,1,0,0,0,7,0,0.1,0.1,1.1,1.2,91,105,131,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,Matches,289601e6,3,0,0.0,0.11,0.0,0.0,,25.7,0,0.03,-0.1,-0.1,1141,1569,72.7,19731,7882,509,591,86.1,497,648,76.7,112,250,44.8,1.5,-0.1,19,86,34,21,49,1.73,46,1,2,0,0,5,0.18,4,0,1,0,0,0,52,30,37,12,3,36,78.3,10,43,32,43,95,66,1,1861,99,26,1861,32,50.0,24,37.5,951,10,32,17,1019
979,Marc Roca,ESP,MF,Leeds United,26,1996,29,27,2161,24.0,1,2,3,1,0,0,7,0,1.8,1.8,2.7,4.5,20,160,24,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19,Matches,da27e268,31,11,35.5,1.29,0.46,0.03,0.09,22.5,3,0.06,-0.8,-0.8,921,1216,75.7,15717,6249,463,537,86.2,340,427,79.6,90,186,48.4,2.3,-0.7,31,147,15,2,48,2.0,32,9,2,2,1,4,0.17,1,1,0,1,1,0,62,40,24,33,5,19,30.6,43,32,22,23,85,23,2,1474,46,25,1474,15,55.6,9,33.3,767,6,25,22,889
980,Marek Rodák,SVK,GK,Fulham,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,17acc2ed,0,0,,0.0,0.0,,,,0,,0.0,0.0,29,61,47.5,1170,1037,3,3,100.0,8,9,88.9,17,48,35.4,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,65,58,0,65,0,,0,,36,0,1,0,21
981,Rodri,ESP,MF,Manchester City,26,1996,30,30,2541,28.2,2,6,8,2,0,0,5,0,4.2,4.2,4.0,8.2,68,239,35,0.07,0.21,0.28,0.07,0.28,0.15,0.14,0.29,0.15,0.29,Matches,6434f10d,46,12,26.1,1.63,0.43,0.04,0.17,17.2,0,0.09,-2.2,-2.2,2400,2631,91.2,44191,10651,966,1042,92.7,1123,1203,93.3,272,318,85.5,3.3,2.0,31,247,29,3,86,3.05,75,0,3,1,1,10,0.35,10,0,0,0,0,0,60,37,25,25,10,23,48.9,24,38,24,29,89,34,1,2888,98,58,2888,21,65.6,7,21.9,1746,2,20,16,2205
982,Rodrigo,ESP,FWMF,Leeds United,32,1991,26,20,1615,17.9,11,1,12,10,1,1,4,0,7.5,6.7,1.5,8.3,36,42,126,0.61,0.06,0.67,0.56,0.61,0.42,0.08,0.5,0.38,0.46,Matches,1fb1c435,60,22,36.7,3.34,1.23,0.17,0.45,16.1,2,0.11,3.5,3.3,346,491,70.5,5017,945,196,247,79.4,95,139,68.3,29,50,58.0,0.9,-0.5,14,22,14,2,38,2.12,25,0,4,2,0,2,0.11,1,0,0,1,0,0,20,8,1,14,5,6,42.9,8,14,12,6,26,19,1,705,21,91,704,11,45.8,12,50.0,399,21,46,21,495
983,Mads Roerslev,DEN,DF,Brentford,23,1999,17,12,1098,12.2,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.3,8,19,36,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Matches,57c94db2,3,0,0.0,0.25,0.0,0.0,,14.8,0,0.11,-0.3,-0.3,186,291,63.9,2839,1049,107,137,78.1,60,82,73.2,13,42,31.0,0.7,-1.0,7,14,6,4,12,0.98,12,0,0,0,0,1,0.08,1,0,0,0,0,0,21,12,18,3,0,15,50.0,15,14,9,9,30,36,0,409,49,12,409,2,33.3,3,50.0,183,1,13,9,207
984,Cristian Romero,ARG,DF,Tottenham,25,1998,23,22,2004,22.3,0,0,0,0,0,0,10,1,0.8,0.8,0.3,1.1,18,82,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,a3d94a58,8,2,25.0,0.34,0.09,0.0,0.0,14.0,0,0.1,-0.8,-0.8,1229,1403,87.6,22327,7861,490,538,91.1,605,648,93.4,108,156,69.2,0.7,-0.4,6,81,8,0,21,0.9,19,0,0,1,1,3,0.13,2,0,0,0,1,0,61,31,36,23,2,24,60.0,16,37,19,36,97,88,3,1682,261,14,1682,13,61.9,7,33.3,1012,1,19,10,1072
985,Oriol Romeu,ESP,MF,Southampton,31,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4b511457,0,0,,0.0,0.0,,,,0,,0.0,0.0,28,30,93.3,453,79,10,11,90.9,15,16,93.8,2,2,100.0,0.2,0.0,0,0,2,0,3,3.65,2,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,,0,1,1,1,2,1,0,37,2,1,37,1,100.0,0,0.0,18,0,1,0,20
986,Cristiano Ronaldo,POR,FW,Manchester Utd,38,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0.0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,Matches,dea698d9,25,6,24.0,4.29,1.03,0.04,0.17,17.7,1,0.08,-0.9,-0.9,121,162,74.7,1412,258,85,97,87.6,27,39,69.2,1,5,20.0,0.2,-0.4,6,7,1,0,10,1.71,9,0,0,1,0,0,0.0,0,0,0,0,0,0,2,2,1,0,1,1,50.0,1,0,0,1,3,9,0,220,8,32,220,4,44.4,3,33.3,94,3,7,3,167
987,Connor Ronan,IRL,MF,Wolves,25,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1b804500,0,0,,0.0,0.0,,,,0,,0.0,0.0,3,4,75.0,37,18,2,2,100.0,1,2,50.0,0,0,,0.0,0.0,0,3,0,0,1,90.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,4,1,100.0,0,0.0,1,0,0,0,3
988,Salomón Rondón,VEN,FW,Everton,33,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643,4,1,25.0,3.3,0.83,0.0,0.0,19.3,0,0.2,-0.8,-0.8,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0.1,-0.2,2,2,1,0,4,3.3,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,36,1,4,36,1,100.0,0,0.0,16,0,1,1,32
989,Joe Rothwell,ENG,MF,Bournemouth,28,1995,16,8,716,8.0,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,7,25,9,0.0,0.13,0.13,0.0,0.13,0.02,0.13,0.14,0.02,0.14,Matches,10a10454,3,2,66.7,0.33,0.22,0.0,0.0,24.1,1,0.05,-0.2,-0.2,308,366,84.2,5217,1429,151,165,91.5,117,127,92.1,28,54,51.9,1.5,0.0,8,32,10,1,22,2.45,15,5,1,0,0,2,0.22,1,1,0,0,0,0,16,11,5,10,1,6,35.3,11,12,9,9,25,6,0,438,18,5,438,15,71.4,6,28.6,227,2,6,3,248
990,Georginio Rutter,FRA,FWMF,Leeds United,21,2002,10,1,242,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,5,5,14,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.19,0.11,0.19,Matches,c64c01fc,3,0,0.0,1.12,0.0,0.0,,13.8,0,0.1,-0.3,-0.3,25,52,48.1,352,86,15,25,60.0,7,14,50.0,2,2,100.0,0.2,-0.2,3,1,1,0,5,1.87,4,0,0,1,0,0,0.0,0,0,0,0,0,0,9,8,5,3,1,5,71.4,2,4,4,3,12,3,0,109,4,15,109,8,33.3,13,54.2,67,3,14,12,75
991,José Sá,POR,GK,Wolves,30,1993,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,903b6e8b,0,0,,0.0,0.0,,,,0,,0.0,0.0,783,1108,70.7,19284,12848,187,190,98.4,420,431,97.4,174,479,36.3,0.0,0.0,0,10,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,100.0,0,0,0,0,1,10,4,1182,1065,0,1182,2,100.0,0,0.0,679,0,4,0,545
992,Marcel Sabitzer,AUT,MF,Manchester Utd,29,1994,8,6,510,5.7,0,1,1,0,0,0,1,0,0.6,0.6,0.8,1.5,8,33,18,0.0,0.18,0.18,0.0,0.18,0.11,0.14,0.26,0.11,0.26,Matches,e280527c,9,3,33.3,1.59,0.53,0.0,0.0,18.6,1,0.07,-0.6,-0.6,204,262,77.9,3121,958,108,131,82.4,73,88,83.0,14,20,70.0,0.8,0.2,7,26,5,1,16,2.82,13,1,0,1,0,3,0.53,3,0,0,0,0,0,11,7,3,8,0,2,18.2,9,6,4,6,17,10,0,317,16,14,317,1,50.0,1,50.0,180,0,5,5,207
993,Allan Saint-Maximin,FRA,FW,Newcastle Utd,26,1997,20,11,997,11.1,1,5,6,1,0,0,1,0,1.5,1.5,3.8,5.3,73,58,99,0.09,0.45,0.54,0.09,0.54,0.13,0.34,0.48,0.13,0.48,Matches,2b16cb1a,25,9,36.0,2.26,0.81,0.04,0.11,17.5,0,0.06,-0.5,-0.5,273,393,69.5,4441,1340,144,183,78.7,95,139,68.3,25,35,71.4,2.5,1.2,25,20,31,4,54,4.87,39,0,9,3,0,9,0.81,6,0,2,0,1,0,6,3,3,3,0,2,25.0,6,3,3,4,10,2,0,522,5,66,522,44,53.7,29,35.4,377,33,25,28,400
994,Bukayo Saka,ENG,FW,Arsenal,21,2001,33,32,2783,30.9,13,11,24,11,2,3,6,0,10.1,8.0,7.9,15.9,152,93,459,0.42,0.36,0.78,0.36,0.71,0.33,0.26,0.58,0.26,0.51,Matches,bc7dc64d,73,23,31.5,2.36,0.74,0.15,0.48,16.1,1,0.11,2.9,3.0,934,1264,73.9,13669,3267,573,665,86.2,261,339,77.0,63,139,45.3,5.5,3.1,69,47,57,12,143,4.62,96,25,5,6,2,25,0.81,18,4,1,1,0,1,48,27,19,12,17,15,48.4,16,37,37,14,62,19,0,1663,17,210,1660,52,36.4,64,44.8,1056,72,71,50,1199
995,Mohamed Salah,EGY,FW,Liverpool,30,1992,32,31,2760,30.7,16,7,23,16,0,2,2,0,16.4,14.8,5.7,20.5,92,119,337,0.52,0.23,0.75,0.52,0.75,0.53,0.19,0.72,0.48,0.67,Matches,e342ad68,99,40,40.4,3.23,1.3,0.16,0.4,14.9,2,0.15,-0.4,1.2,711,929,76.5,9546,2577,433,522,83.0,208,262,79.4,27,46,58.7,5.6,1.3,53,40,63,5,114,3.72,86,1,7,6,2,17,0.55,11,0,0,2,3,1,15,9,4,3,8,8,42.1,11,19,19,5,20,3,0,1295,4,229,1293,34,33.7,56,55.4,871,64,94,59,1035
996,William Saliba,FRA,DF,Arsenal,22,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08,Matches,972aeb2a,6,3,50.0,0.22,0.11,0.33,0.67,13.8,0,0.15,1.1,1.1,1698,1865,91.0,29692,11617,715,767,93.2,844,905,93.3,108,144,75.0,0.3,-0.2,6,111,3,0,14,0.52,11,2,1,0,0,2,0.07,2,0,0,0,0,0,34,20,23,9,2,15,83.3,3,13,3,19,53,85,4,2056,174,15,2056,8,72.7,1,9.1,1323,1,15,6,1423
997,Mohammed Salisu,GHA,DF,Southampton,24,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4,0.0,0.05,0.05,0.0,0.05,0.07,0.03,0.1,0.07,0.1,Matches,0b33f6ad,19,4,21.1,0.87,0.18,0.0,0.0,12.2,0,0.08,-1.5,-1.5,879,1196,73.5,16118,7370,360,412,87.4,426,538,79.2,86,209,41.1,0.5,0.4,7,80,7,4,25,1.14,16,5,1,0,0,3,0.14,1,1,0,1,0,0,51,29,33,16,2,24,70.6,10,56,31,31,82,122,1,1504,220,25,1504,7,70.0,3,30.0,725,0,5,9,757
998,Albert Sambi Lokonga,BEL,MF,Arsenal,23,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,1b4f1169,0,0,,0.0,0.0,,,,0,,0.0,0.0,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0.1,0.0,1,17,1,0,4,1.82,3,0,0,1,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,2,1,1,5,6,2,0,154,6,0,154,1,50.0,0,0.0,96,0,1,1,113
1062,Davinson Sánchez,COL,DF,Tottenham,26,1996,16,6,678,7.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,30,4,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,da7b447d,4,2,50.0,0.53,0.27,0.0,0.0,13.0,0,0.08,-0.3,-0.3,404,463,87.3,7137,2088,154,163,94.5,225,242,93.0,20,42,47.6,0.2,-0.1,1,33,1,1,4,0.53,4,0,0,0,0,0,0.0,0,0,0,0,0,0,19,8,13,5,1,11,78.6,3,14,6,11,30,28,0,564,73,8,564,2,33.3,3,50.0,319,0,2,2,384
1063,Robert Sánchez,ESP,GK,Brighton,25,1997,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6a713852,0,0,,0.0,0.0,,,,0,,0.0,0.0,604,781,77.3,13655,8845,203,204,99.5,283,292,96.9,111,270,41.1,0.0,0.0,0,11,0,0,2,0.09,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,3,4,9,2,826,692,0,826,0,,0,,523,0,0,0,480
1064,Jadon Sancho,ENG,FWMF,Manchester Utd,23,2000,18,15,1188,13.2,4,2,6,4,0,0,0,0,3.0,3.0,2.3,5.2,51,54,118,0.3,0.15,0.45,0.3,0.45,0.22,0.17,0.39,0.22,0.39,Matches,dbf053da,17,7,41.2,1.23,0.5,0.29,0.71,14.4,0,0.2,1.7,1.7,480,571,84.1,5723,1273,338,376,89.9,97,114,85.1,10,20,50.0,2.3,-0.3,28,15,30,1,61,4.4,56,0,3,0,0,8,0.58,6,0,2,0,0,0,11,7,6,3,2,6,33.3,12,15,13,6,17,6,0,711,11,76,711,23,41.1,30,53.6,474,33,36,16,532
1065,Morgan Sanson,FRA,MF,Aston Villa,28,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6e7f1353,0,0,,0.0,0.0,,,,0,,0.0,0.0,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,100.0,0,0,0,0,2,0,0,9,1,0,9,0,,0,,5,0,1,0,5
1066,Pablo Sarabia,ESP,FWMF,Wolves,30,1992,12,8,696,7.7,1,0,1,1,0,0,3,0,2.9,2.9,0.8,3.7,14,36,46,0.13,0.0,0.13,0.13,0.13,0.38,0.1,0.48,0.38,0.48,Matches,9744ff80,18,5,27.8,2.33,0.65,0.06,0.2,14.6,1,0.16,-1.9,-1.9,234,338,69.2,3568,1162,142,162,87.7,60,83,72.3,22,59,37.3,0.8,-0.8,11,24,13,4,29,3.75,19,5,0,0,0,0,0.0,0,0,0,0,0,0,11,6,4,4,3,5,35.7,9,5,5,1,12,3,0,414,6,20,414,2,18.2,8,72.7,253,2,8,13,286
1067,Jeremy Sarmiento,ECU,MF,Brighton,20,2002,9,1,176,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0.0,0.51,0.51,0.0,0.51,0.17,0.11,0.28,0.17,0.28,Matches,ac0d576d,5,2,40.0,2.56,1.02,0.0,0.0,20.5,0,0.07,-0.3,-0.3,53,67,79.1,694,191,32,38,84.2,16,19,84.2,1,2,50.0,0.3,0.8,2,4,5,1,10,5.11,6,0,1,1,0,2,1.02,2,0,0,0,0,0,6,3,4,1,1,2,40.0,3,2,2,1,7,0,0,100,0,10,100,6,54.5,4,36.4,69,1,6,7,77
1068,Gianluca Scamacca,ITA,FW,West Ham,24,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches,8790f988,30,10,33.3,2.92,0.97,0.1,0.3,18.7,1,0.08,0.5,0.5,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0.5,-0.7,13,14,5,1,24,2.33,20,0,1,0,1,1,0.1,1,0,0,0,0,0,10,5,1,3,6,2,100.0,0,3,3,4,14,5,0,273,5,38,273,6,42.9,6,42.9,143,3,23,18,203
1069,Gustavo Scarpa,BRA,MFFW,Nott'ham Forest,29,1994,6,2,181,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,9,12,4,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.14,0.13,0.14,Matches,2964fd20,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0,0.04,-0.3,-0.3,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0.0,0.0,1,10,0,0,10,4.97,3,1,1,3,1,0,0.0,0,0,0,0,0,0,5,2,3,1,1,2,40.0,3,4,4,0,5,3,0,108,3,1,108,1,25.0,2,50.0,67,0,1,0,71
1070,Kevin Schade,GER,FW,Brentford,21,2001,13,4,455,5.1,0,1,1,0,0,0,2,0,1.9,1.9,0.7,2.6,16,8,34,0.0,0.2,0.2,0.0,0.2,0.38,0.14,0.51,0.38,0.51,Matches,52afb588,9,2,22.2,1.78,0.4,0.0,0.0,12.3,0,0.22,-1.9,-1.9,57,104,54.8,638,149,31,50,62.0,15,28,53.6,0,3,0.0,0.2,0.3,6,3,2,0,17,3.36,9,0,5,2,0,3,0.59,2,0,1,0,0,0,9,6,6,2,1,4,44.4,5,5,5,4,13,3,0,188,4,34,188,10,33.3,16,53.3,90,9,14,4,114
1071,Fabian Schär,SUI,DF,Newcastle Utd,31,1991,29,29,2576,28.6,1,3,4,1,0,0,5,0,3.7,3.7,3.0,6.7,24,116,19,0.03,0.1,0.14,0.03,0.14,0.13,0.1,0.24,0.13,0.24,Matches,c8aa95da,44,10,22.7,1.49,0.34,0.02,0.1,13.8,2,0.09,-2.8,-2.8,1141,1495,76.3,23576,9510,390,458,85.2,574,673,85.3,169,328,51.5,1.8,0.0,16,112,16,1,48,1.62,33,0,2,2,3,8,0.27,5,0,0,0,1,2,41,20,28,11,2,21,63.6,12,29,12,46,87,119,0,1829,212,59,1829,3,27.3,6,54.5,969,2,16,6,1078
